study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB20380	SAMEA103972806	ERX1982368	ERR1924641	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/001/ERR1924641/ERR1924641.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924641/Sample20_2_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/001/ERR1924641
PRJEB20380	SAMEA103972806	ERX1982369	ERR1924642	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/002/ERR1924642/ERR1924642.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924642/Sample20_3_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/002/ERR1924642
PRJEB20380	SAMEA103972806	ERX1982370	ERR1924643	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/003/ERR1924643/ERR1924643.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924643/Sample20_4_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/003/ERR1924643
PRJEB20380	SAMEA103972807	ERX1982371	ERR1924644	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/004/ERR1924644/ERR1924644.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924644/Sample20_5_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/004/ERR1924644
PRJEB20380	SAMEA103972807	ERX1982372	ERR1924645	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/005/ERR1924645/ERR1924645.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924645/Sample20_6_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/005/ERR1924645
PRJEB20380	SAMEA103972807	ERX1982373	ERR1924646	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/006/ERR1924646/ERR1924646.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924646/Sample22_1_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/006/ERR1924646
PRJEB20380	SAMEA103972807	ERX1982374	ERR1924647	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/007/ERR1924647/ERR1924647.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924647/Sample22_2_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/007/ERR1924647
PRJEB20380	SAMEA103972807	ERX1982375	ERR1924648	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/008/ERR1924648/ERR1924648.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924648/Sample22_3_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/008/ERR1924648
PRJEB20380	SAMEA103972808	ERX1982376	ERR1924649	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/009/ERR1924649/ERR1924649.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924649/Sample22_4_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/009/ERR1924649
PRJEB20380	SAMEA103972808	ERX1982377	ERR1924650	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/000/ERR1924650/ERR1924650.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924650/Sample22_5_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/000/ERR1924650
PRJEB20380	SAMEA103972808	ERX1982378	ERR1924651	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/001/ERR1924651/ERR1924651.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924651/Sample22_6_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/001/ERR1924651
PRJEB20380	SAMEA103972808	ERX1982379	ERR1924652	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/002/ERR1924652/ERR1924652.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924652/Sample23_1_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/002/ERR1924652
PRJEB20380	SAMEA103972808	ERX1982380	ERR1924653	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/003/ERR1924653/ERR1924653.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924653/Sample23_2_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/003/ERR1924653
PRJEB20380	SAMEA103972809	ERX1982381	ERR1924654	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/004/ERR1924654/ERR1924654.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924654/Sample23_3_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/004/ERR1924654
PRJEB20380	SAMEA103972809	ERX1982382	ERR1924655	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/005/ERR1924655/ERR1924655.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924655/Sample23_4_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/005/ERR1924655
PRJEB20380	SAMEA103972810	ERX1982383	ERR1924656	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/006/ERR1924656/ERR1924656.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924656/Sample23_5_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/006/ERR1924656
PRJEB20380	SAMEA103972810	ERX1982384	ERR1924657	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/007/ERR1924657/ERR1924657.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924657/Sample23_6_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/007/ERR1924657
PRJEB20380	SAMEA103972810	ERX1982385	ERR1924658	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/008/ERR1924658/ERR1924658.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924658/Sample24_1_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/008/ERR1924658
PRJEB20380	SAMEA103972811	ERX1982386	ERR1924659	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/009/ERR1924659/ERR1924659.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924659/Sample24_2_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/009/ERR1924659
PRJEB20380	SAMEA103972811	ERX1982387	ERR1924660	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/000/ERR1924660/ERR1924660.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924660/Sample6_1_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/000/ERR1924660
PRJEB20380	SAMEA103972811	ERX1982388	ERR1924661	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/001/ERR1924661/ERR1924661.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924661/Sample6_2_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/001/ERR1924661
PRJEB20380	SAMEA103972811	ERX1982389	ERR1924662	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/002/ERR1924662/ERR1924662.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924662/Sample6_3_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/002/ERR1924662
PRJEB20380	SAMEA103972811	ERX1982390	ERR1924663	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/003/ERR1924663/ERR1924663.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924663/Sample6_4_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/003/ERR1924663
PRJEB20380	SAMEA103972811	ERX1982391	ERR1924664	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/004/ERR1924664/ERR1924664.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924664/Sample9_1_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/004/ERR1924664
PRJEB20380	SAMEA103972811	ERX1982392	ERR1924665	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/005/ERR1924665/ERR1924665.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924665/Sample9_2_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/005/ERR1924665
PRJEB20380	SAMEA103972811	ERX1982393	ERR1924666	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/006/ERR1924666/ERR1924666.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924666/Sample9_3_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/006/ERR1924666
PRJEB20380	SAMEA103972811	ERX1982394	ERR1924667	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/007/ERR1924667/ERR1924667.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924667/Sample9_4_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/007/ERR1924667
PRJEB20380	SAMEA103972811	ERX1982395	ERR1924668	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/008/ERR1924668/ERR1924668.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924668/Sample9_5_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/008/ERR1924668
PRJEB20380	SAMEA103972811	ERX1982396	ERR1924669	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR192/009/ERR1924669/ERR1924669.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR192/ERR1924669/Sample9_6_orphan.Q20.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR192/009/ERR1924669
PRJEB20380	SAMEA103972802	ERX1998623	ERR1938090	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/000/ERR1938090/ERR1938090.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/000/ERR1938090/ERR1938090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/000/ERR1938090/ERR1938090_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938090/Sample15_3_paired.Q20.R1.take2.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938090/Sample15_3_paired.Q20.R2.take2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR193/000/ERR1938090
PRJEB20380	SAMEA103972804	ERX1998624	ERR1938091	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/001/ERR1938091/ERR1938091.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/001/ERR1938091/ERR1938091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/001/ERR1938091/ERR1938091_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938091/Sample18_1_paired.Q20.R1.take2.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938091/Sample18_1_paired.Q20.R2.take2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR193/001/ERR1938091
PRJEB20380	SAMEA103972804	ERX1998625	ERR1938092	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/002/ERR1938092/ERR1938092.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/002/ERR1938092/ERR1938092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/002/ERR1938092/ERR1938092_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938092/Sample18_2_paired.Q20.R1.take2.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938092/Sample18_2_paired.Q20.R2.take2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR193/002/ERR1938092
PRJEB20380	SAMEA103972805	ERX1998626	ERR1938093	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/003/ERR1938093/ERR1938093.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/003/ERR1938093/ERR1938093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/003/ERR1938093/ERR1938093_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938093/Sample19_1_paired.Q20.R1.take2.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938093/Sample19_1_paired.Q20.R2.take2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR193/003/ERR1938093
PRJEB20380	SAMEA103972805	ERX1998627	ERR1938094	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/004/ERR1938094/ERR1938094.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/004/ERR1938094/ERR1938094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/004/ERR1938094/ERR1938094_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938094/Sample19_2_paired.Q20.R1.take2.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938094/Sample19_2_paired.Q20.R2.take2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR193/004/ERR1938094
PRJEB20380	SAMEA103972806	ERX1998628	ERR1938095	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/005/ERR1938095/ERR1938095.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/005/ERR1938095/ERR1938095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/005/ERR1938095/ERR1938095_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938095/Sample20_1_paired.Q20.R1.take2.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938095/Sample20_1_paired.Q20.R2.take2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR193/005/ERR1938095
PRJEB20380	SAMEA103972806	ERX1998629	ERR1938096	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/006/ERR1938096/ERR1938096.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/006/ERR1938096/ERR1938096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/006/ERR1938096/ERR1938096_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938096/Sample20_4_paired.Q20.R1.take2.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938096/Sample20_4_paired.Q20.R2.take2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR193/006/ERR1938096
PRJEB20380	SAMEA103972806	ERX1998630	ERR1938097	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/007/ERR1938097/ERR1938097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/007/ERR1938097/ERR1938097_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938097/Sample20_6_paired.Q20.R1.take2.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938097/Sample20_6_paired.Q20.R2.take2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR193/007/ERR1938097
PRJEB20380	SAMEA103972807	ERX1998631	ERR1938098	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/008/ERR1938098/ERR1938098.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/008/ERR1938098/ERR1938098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/008/ERR1938098/ERR1938098_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938098/Sample22_3_paired.Q20.R1.take2.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938098/Sample22_3_paired.Q20.R2.take2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR193/008/ERR1938098
PRJEB20380	SAMEA103972808	ERX1998632	ERR1938099	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/009/ERR1938099/ERR1938099.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/009/ERR1938099/ERR1938099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/009/ERR1938099/ERR1938099_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938099/Sample23_4_paired.Q20.R1.take2.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938099/Sample23_4_paired.Q20.R2.take2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR193/009/ERR1938099
PRJEB20380	SAMEA103972810	ERX1998633	ERR1938100	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/000/ERR1938100/ERR1938100.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/000/ERR1938100/ERR1938100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/000/ERR1938100/ERR1938100_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938100/Sample6_1_paired.Q20.R1.take2.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938100/Sample6_1_paired.Q20.R2.take2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR193/000/ERR1938100
PRJEB20380	SAMEA103972810	ERX1998634	ERR1938101	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/001/ERR1938101/ERR1938101.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/001/ERR1938101/ERR1938101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/001/ERR1938101/ERR1938101_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938101/Sample6_3_paired.Q20.R1.take2.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938101/Sample6_3_paired.Q20.R2.take2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR193/001/ERR1938101
PRJEB20380	SAMEA103972811	ERX1998635	ERR1938102	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/002/ERR1938102/ERR1938102.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/002/ERR1938102/ERR1938102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR193/002/ERR1938102/ERR1938102_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938102/Sample9_4_paired.Q20.R1.take2.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR193/ERR1938102/Sample9_4_paired.Q20.R2.take2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR193/002/ERR1938102
PRJEB20380	SAMEA103972802	ERX2003047	ERR1942514	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/004/ERR1942514/ERR1942514.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/004/ERR1942514/ERR1942514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/004/ERR1942514/ERR1942514_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942514/Sample15_3_paired.Q20.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942514/Sample15_3_paired.Q20.R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR194/004/ERR1942514
PRJEB20380	SAMEA103972804	ERX2003048	ERR1942515	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/005/ERR1942515/ERR1942515.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/005/ERR1942515/ERR1942515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/005/ERR1942515/ERR1942515_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942515/Sample18_1_paired.Q20.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942515/Sample18_1_paired.Q20.R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR194/005/ERR1942515
PRJEB20380	SAMEA103972804	ERX2003049	ERR1942516	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/006/ERR1942516/ERR1942516.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/006/ERR1942516/ERR1942516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/006/ERR1942516/ERR1942516_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942516/Sample18_2_paired.Q20.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942516/Sample18_2_paired.Q20.R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR194/006/ERR1942516
PRJEB20380	SAMEA103972805	ERX2003050	ERR1942517	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/007/ERR1942517/ERR1942517.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/007/ERR1942517/ERR1942517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/007/ERR1942517/ERR1942517_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942517/Sample19_1_paired.Q20.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942517/Sample19_1_paired.Q20.R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR194/007/ERR1942517
PRJEB20380	SAMEA103972805	ERX2003051	ERR1942518	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/008/ERR1942518/ERR1942518.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/008/ERR1942518/ERR1942518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/008/ERR1942518/ERR1942518_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942518/Sample19_2_paired.Q20.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942518/Sample19_2_paired.Q20.R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR194/008/ERR1942518
PRJEB20380	SAMEA103972806	ERX2003052	ERR1942519	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/009/ERR1942519/ERR1942519.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/009/ERR1942519/ERR1942519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/009/ERR1942519/ERR1942519_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942519/Sample20_4_paired.Q20.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942519/Sample20_4_paired.Q20.R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR194/009/ERR1942519
PRJEB20380	SAMEA103972806	ERX2003053	ERR1942520	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/000/ERR1942520/ERR1942520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/000/ERR1942520/ERR1942520_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942520/Sample20_6_paired.Q20.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942520/Sample20_6_paired.Q20.R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR194/000/ERR1942520
PRJEB20380	SAMEA103972807	ERX2003054	ERR1942521	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/001/ERR1942521/ERR1942521.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/001/ERR1942521/ERR1942521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/001/ERR1942521/ERR1942521_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942521/Sample22_3_paired.Q20.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942521/Sample22_3_paired.Q20.R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR194/001/ERR1942521
PRJEB20380	SAMEA103972808	ERX2003055	ERR1942522	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/002/ERR1942522/ERR1942522.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/002/ERR1942522/ERR1942522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/002/ERR1942522/ERR1942522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942522/Sample23_4_paired.Q20.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942522/Sample23_4_paired.Q20.R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR194/002/ERR1942522
PRJEB20380	SAMEA103972810	ERX2003056	ERR1942523	1436733	rat gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/003/ERR1942523/ERR1942523.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/003/ERR1942523/ERR1942523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR194/003/ERR1942523/ERR1942523_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942523/Sample6_1_paired.Q20.R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR194/ERR1942523/Sample6_1_paired.Q20.R2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR194/003/ERR1942523
